uuid;dossier_id;id_user;type_evolution;date_creation;date_traitement_sga;date_fin_traitement;id_ripart;message;id_gcvs_transaction;statut;geometrie;wkt
84959459e9134633f470134b16e34244;85;1;Ajout voie AD;20/01/2015 16:45;22/01/2015 16:20;;;;;En cours;01060000000100000001030000000100000010000000439541DBD2DE1A4161FFF379ED8758418E987B38D5DE1A41F1406C7FED8758414B6A6B9FE3DF1A412948A66DEF875841DC2B19301CE11A41E39325FBF18758414E4A7B0E87E11A4113D21A11F3875841E035D6F4B4E11A41580A1600F1875841A8B989E493E11A419D5BB021EE875841BA76676828E11A4111D1200AED8758417BF82D2C27E11A4122303B07ED875841CD75CEAAEDDF1A41BCA8C477EA875841D5DE3306EDDF1A412E2E8276EA8758414382CD7CDFDE1A41DD10DD89E887584112AAED0F1EDE1A411A868F6BE6875841BE312FC2EFDD1A41E3C87D73E8875841B55E134110DE1A416BB05958EB875841439541DBD2DE1A4161FFF379ED875841;MULTIPOLYGON(((440244.714117367 6430645.90551743,440245.305158981 6430645.99098228,440312.905683194 6430653.71327404,440391.046971021 6430663.92416856,440417.76414219 6430668.267262,440429.239098398 6430660.00134524,440420.97318163 6430648.52638903,440394.101957183 6430644.15825297,440393.793144114 6430644.11298755,440315.416803208 6430633.87137812,440315.256057245 6430633.85169558,440247.871877704 6430626.15411779,440199.515555055 6430617.680635,440187.939633157 6430625.80455229,440196.063550453 6430637.38047419,440244.714117367 6430645.90551743)))
5597c048dd075a8253a996634c53a947;86;1;Ajout voie AD;20/01/2015 16:47;22/01/2015 16:20;;;;;En cours;01060000000100000001030000000100000019000000AA986153D5D81A4183179EA981885841F9EF4588BCD81A41519E9ABA7C885841A619FFEEB9D81A411AA26B557C885841D1BF6E0A79D81A41E130C974748858417F578ABE60D81A41FA4288C16F885841F04882A360D81A4174B360BC6F885841EC414D2251D81A4135F233D26C885841AE178C414AD81A41AAE537096C885841CA9C2C8626D81A41F80697476988584108A87DC810D81A41C9712B6C68885841C49A1BD2F8D71A41464C1E1068885841C9547596C8D71A41740F05E9698858416F87E124E6D71A41D473BFEC6C8858418B35D3E8F0D71A417D5F1A166D885841B0E2038407D81A41BDE286D46E885841CD33B7AB14D81A415BBA9F4D718858414C265DEB2DD81A41FD630830768858414EBB446B30D81A41FB183D9076885841C83A913C71D81A4119DA886E7E8858412C6D94868DD81A416123A00F848858410BD142F69ED81A41CF803C7385885841FE93C209B9D81A411957FD6F868858417635C0F9EFD81A41983F36988588584152BD4E7DE2D81A418265362982885841AA986153D5D81A4183179EA981885841;MULTIPOLYGON(((439861.331426988 6431238.65027416,439855.13307929 6431218.91568716,439854.483395005 6431217.33469441,439838.2601881 6431185.82477972,439832.186074607 6431167.02394175,439832.159676685 6431166.94340216,439828.283497839 6431155.28442054,439826.564010973 6431152.14403669,439817.631029558 6431141.11859297,439812.195791841 6431137.69015164,439806.205183428 6431136.25184924,439794.146931958 6431143.64093386,439801.536016575 6431155.69918533,439804.227368199 6431156.34535968,439809.878921072 6431163.32073277,439813.167691049 6431173.21287402,439819.479847525 6431192.75051212,439820.104754378 6431194.2537291,439836.309147757 6431225.72710278,439843.381425577 6431248.24414906,439847.74048926 6431253.80056782,439854.259531319 6431257.74983766,439867.993897281 6431254.37831106,439864.62237068 6431240.6439451,439861.331426988 6431238.65027416)))
dbcaff577daef57c32505302ec9cefd8;46;1;Modification voie lourde;12/12/2014 00:00;22/01/2015 13:29;;;"Le type d evolution ""Modification voie lourde"" n est pas pris en compte.";;Erreur;;
8af57ec84576d1a921007b19794d23d6;52;2;Modification voie lourde;18/12/2014 00:00;22/01/2015 13:39;;;"Le type d evolution ""Modification voie lourde"" n est pas pris en compte.";;Erreur;;
31c674d1ee40559afaeae5b6f5bf6652;56;5;Modification voie lourde;05/01/2015 00:00;22/01/2015 13:19;;;"Le type d evolution ""Modification voie lourde"" n est pas pris en compte.";;Erreur;;
2454ef2dc0d9a7faa0415700217029b2;62;1;Modification voie lourde;05/01/2015 00:00;22/01/2015 13:23;;;"Le type d evolution ""Modification voie lourde"" n est pas pris en compte.";;Erreur;;
76675b028b4e6190be9007967af159c2;84;1;Ajout voie AD;20/01/2015 09:25;;;;;;En cours;;
ed8d22280f5c1f6588dcbce8a1514519;;1;Nouvelles adresses voie existante;12/01/2015 11:52;28/01/2015 15:15;;;SGA: Adresse(s) non créée(s) (voir détails dans sga.log);;Erreur;;
3ba907e7801a93fa9b137ae7657c1ca9;98;4;Creation voie sur troncon existant;21/01/2015 14:52;21/01/2015 00:00;22/01/2015 19:24;;;b6519f7e-4ec5-4855-9c4b-e23e0599b3d3;Terminé;0106000000010000000103000000010000002C0000008BF6FC051666174158DB7DAEBBCD584164293ED617661741E47B2D9FBBCD58419240D4D61B661741A4303394BBCD5841C212E9FA6E66174146BA9BACBBCD5841AE0D7D600D671741897763FFBBCD5841FE4ADAC172671741FABE6E5EBCCD5841F5FFA767AA67174186FA25A9BCCD584152D5ED34D167174187395CFEBCCD584175ED9642EE671741A0092255BDCD58410642999BEE6717410DF05151BDCD58419C35EFD9EE6717418B44D356BDCD5841899BCF24466817412C86E545BECD58418999A842A4681741B228F0BFBFCD5841281B7996A5681741710AE3C4BFCD5841C1B412302F6917410BA47C9EC1CD5841191D8B2530691741606497A1C1CD5841E6E957F28C691741FAFD30BBC2CD5841D0DF0FB3BB6917412D4EA7BDC0CD5841E7E274DA9B691741D3CE9BD1BDCD5841BD0BB2883F6917413C9177B9BCCD5841E7D71B14B7681741617ACEE3BACD5841DDCCBD2358681741B43D7666B9CD584164CA102655681741A8EE5F5CB9CD584126250AA5FC671741F041FC69B8CD5841BE459CF0DE671741C65C4411B8CD5841C210090ADD671741F936580CB8CD5841F5433C3DB46717415F9DBEB2B7CD58418B4D1725B2671741EAA40AAFB7CD5841581AE4F1786717411DD83D62B7CD5841E79A92F07767174120871861B7CD584180342C8A1167174120871801B7CD5841217C7E81106717417B545700B7CD5841ED484B4E71661741472124ADB6CD5841BDB8DBBB70661741905FE8ACB6CD58418A85A88819661741F6C54E93B6CD5841C84B9C0A1266174189D9669CB6CD5841C84B9C0A04661741EF3FCDC2B6CD5841B3153121F865174188009803B7CD58414CAFCABAE9651741219A317DB7CD58416B2ACDBADD6517415C4C5C18B8CD584104C46654CF6517418F7F8F2BB9CD584139929152D465174126FA1FB1BCCD5841FC3B99AB0C6617413D4D3D61BCCD58418BF6FC051666174158DB7DAEBBCD5841;MULTIPOLYGON(((383365.50584779 6502126.72643169,383365.959221503 6502126.48715112,383366.959794053 6502126.31562439,383387.745029729 6502126.69700486,383427.344227041 6502127.99044598,383452.689309284 6502129.4755094,383466.601226806 6502130.64294303,383476.301688512 6502131.97437895,383483.565028868 6502133.33020249,383483.65195182 6502133.27062608,383483.712826574 6502133.35664476,383505.53594821 6502137.09213404,383529.065096282 6502142.99903314,383529.396946358 6502143.07635747,383563.796946358 6502150.47635747,383564.036663489 6502150.52486524,383587.236663489 6502154.92486524,383598.924865243 6502146.96333651,383590.963336511 6502135.27513476,383567.883491691 6502130.89792281,383533.769637464 6502123.55947742,383510.034903718 6502117.60096686,383509.287173426 6502117.44335524,383487.161171513 6502113.65602158,383479.734971132 6502112.26979751,383479.259800207 6502112.1928842,383469.059800207 6502110.7928842,383468.536221706 6502110.73502467,383454.236221706 6502109.53502467,383453.984934254 6502109.51712206,383428.384934254 6502108.01712206,383428.126459064 6502108.0053302,383388.326459064 6502106.7053302,383388.183455359 6502106.70168294,383366.383455359 6502106.30168294,383364.510361847 6502106.44377745,383361.010361847 6502107.04377745,383358.032413806 6502108.05615247,383354.432413806 6502109.95615247,383351.43242327 6502112.38063344,383347.83242327 6502116.68063344,383349.080633435 6502130.76757673,383363.16757673 6502129.51936656,383365.50584779 6502126.72643169)))
ed9efebf955e40dccfe21ef5647dd28a;92;2;Ajout voie AD;21/01/2015 11:09;28/01/2015 15:15;;;;;En cours;0106000000010000000103000000010000000D000000345A5807F4601941FCE4C590BA845841F61786551C611941B7C75ACFBA8458410C04E59A0C621941E74A8CD9B38458412D02B7E030621941F1D0BD25B484584199D484BE5D62194164A07EFEB1845841ABCB914A3B6219413FC3A130AF84584109B733840B6219413D0247CCAE84584145C32F7DF56119410A792B02AF8458412B0E49FE0F611941C3A411A8B584584191A37836A86019418E4DBEF3B0845841769F165970601941F2871182B184584106464A3E7960194130A8E7FFB4845841345A5807F4601941FCE4C590BA845841;MULTIPOLYGON(((415805.007172975 6427370.26207852,415815.083519339 6427371.23991578,415875.151264251 6427343.39918778,415884.219448122 6427344.58971046,415895.436053583 6427335.97647867,415886.822821791 6427324.75987321,415874.879103527 6427323.19183403,415869.372252513 6427324.03390337,415811.998325559 6427350.62607688,415786.053194576 6427331.80849017,415772.087000362 6427334.03232001,415774.310830206 6427347.99851422,415805.007172975 6427370.26207852)))
cda0199d08a3252bc49cfdb6a64e9dba;;1;Modification voie correctif;03/02/2015 10:39;;;;;;En cours;01060000000100000001030000000100000044000000AA5ADAF87EF61A41B439315A8C875841A28945007AF61A413D1D9B6F8C87584144A07EC65DF61A416BA7FB7F8F8758412B4387CC8EF61A41011698439187584191A9ED3299F61A413449CB1691875841D88D3C61A3F61A41E57098D190875841D88D3C61A7F61A41740A32AB908758417D37C4B5A7F61A41F3A5FDA7908758414A049182FCF61A41F3A5FD678D875841B188B212FEF61A414CF0D7578D8758417E557FDF48F71A417F230B2B8A875841A50590FD4BF71A41219E7C058A8758413DD03D3193F71A41A472305186875841C855CCF9C5F71A41A2E3B6CF8387584165E260C5ECF71A41F0B7475B828758410210A7C614F81A415B4F6166818758414BD7BB053BF81A411EEA6BDD808758410F3A53E834F81A41AF211B11868758417EC010E534F81A411A77F7138687584131FB14662FF81A41EAA10B0F8B875841C2E68B451FF81A4108EDCFFD91875841549CF10311F81A4152E0156397875841FDD985F403F81A41BCF88FAA9B8758415D38DD9AFFF71A413ACD40009D875841E3A5F9CDFEF71A4157DC4D769D8758417C3F9367FEF71A41BD42B41C9F875841A02B44CB25F81A41D99853A6A18758413F8D39654EF81A41108A18309F87584167C52BBD4EF81A41936251C59D875841A3C7226552F81A412C9925A69C875841E570D67D52F81A414398519E9C87584119A409B15FF81A4110651E4B98875841325691DD5FF81A41EECE793B9887584198BCF7436EF81A41BB9B46C8928758413A1842626EF81A4109DE14BC92875841A07EA8C87EF81A413C1148AF8B875841823FEF1A7FF81A4119BC3B7F8B875841B4BCF4B284F81A419FC2766D86875841BE9279E48BF81A4151DEE44E80875841BC8877FF8BF81A411840781980875841B99D76E38BF81A41A7A0F26D7F875841248D1138DEF81A41DE0FCD967D87584135024F5047F91A4102A6826A7B8758414666AF3080F91A41815FFE697A875841F8273F4992F91A418798E0357A8758419DBB3C91B2F91A41B8409F4E778758416F3E271D84F91A4179671F4A758758416F3E271D70F91A411301B98375875841ECDF04596CF91A41CDC19A917587584153466BBF30F91A419A8E679E76875841B3635D092FF91A410592C9A6768758414DFDF6A2C4F81A4138C5FCD978875841E944A8BAC3F81A411619FCDE7887584150AB0E2156F81A41494C2F527B87584120BB15F255F81A41D7D163587B875841D790188E55F81A41A2A08C557B8758416F2E29C151F81A41F83C5A6C7B8758411C32B87600F81A410470738F7C8758414779FAE7FAF71A41A20142AA7C8758414779FAE7CCF71A413C9BDBC37D8758416C72C39EC6F71A4181F5CDF47D8758416C72C39E9AF71A41E85B349B7F87584148E00A6A96F71A41C0CEACC97F87584114ADD73661F71A41C0CEAC6982875841C260D66860F71A4179FB1C74828758419EBD984F1AF71A41BC84B71986875841F72190E5D1F61A41AB8A972C89875841AA5ADAF87EF61A41B439315A8C875841;MULTIPOLYGON(((441759.743020455 6430257.40925448,441758.500265265 6430257.74384242,441751.443842415 6430269.99973474,441763.699734735 6430277.05615759,441766.299734735 6430276.35615759,441768.844957558 6430275.27492926,441769.844957558 6430274.67492925,441769.92750632 6430274.62485646,441791.12750632 6430261.62485646,441791.518259178 6430261.37255485,441810.218259178 6430248.67255485,441810.997619713 6430248.08573106,441828.798087362 6430233.26858202,441841.493943539 6430223.24553767,441851.192752397 6430217.42625235,441861.193996668 6430213.59968933,441870.755599369 6430211.45971158,441869.226879985 6430232.26728098,441869.223696716 6430232.31197908,441867.849689412 6430252.23508499,441863.817916494 6430279.96581579,441860.253851359 6430301.54821022,441856.988791853 6430318.66503733,441855.901234513 6430324.00395518,441855.701147644 6430325.84850224,441855.601147644 6430332.44850224,441865.448502237 6430342.59885236,441875.598852355 6430332.75149776,441875.684737286 6430327.08309235,441876.598765487 6430322.59604482,441876.62288834 6430322.47373015,441879.92288834 6430305.17373015,441879.966374728 6430304.92930959,441883.566374728 6430283.12930959,441883.595955256 6430282.93877364,441887.695955256 6430254.73877364,441887.776303284 6430253.98802092,441889.174761723 6430233.71037355,441890.973120015 6430209.23271902,441890.999479424 6430208.3979645,441890.972132172 6430205.71793381,441911.554754453 6430198.35626599,441937.828426394 6430189.66422415,441952.047544096 6430185.6561507,441956.571529984 6430184.84183324,441964.64183324 6430173.22847002,441953.028470016 6430165.15816676,441948.028470016 6430166.05816676,441947.086932658 6430166.27507062,441932.186932658 6430170.47507062,441931.759145315 6430170.60605288,441905.159145315 6430179.40605288,441904.932282521 6430179.48413684,441877.532282521 6430189.28413684,441877.486411022 6430189.38109251,441877.388765586 6430189.33670822,441876.438633657 6430189.6930077,441856.115937026 6430194.24142075,441854.726541419 6430194.66027871,441843.226541419 6430199.06027871,441841.655042446 6430199.82507074,441830.655042446 6430206.42507074,441829.603557114 6430207.15117234,441816.303557114 6430217.65117234,441816.102380287 6430217.81426894,441798.577731097 6430232.40182608,441780.474182635 6430244.69674937,441759.743020455 6430257.40925448)))
dc7547e67c79dd085ac1e87ef0b4e1b4;96;2;Creation voie sur troncon existant;21/01/2015 14:34;28/01/2015 15:15;;;SGA: Voie(s) non créée(s) (voir détails dans sga.log);;Erreur;0106000000010000000103000000010000007F00000066CF26B0E1591941250001A7EF845841E30EEA6CD95919410975A801F084584116421DA0CE591941A30E429BF0845841D7D66192CA5919413602F5DDF08458417170FB2BC25919413602F57DF1845841A6EBE288BB591941B9B60531F2845841A9A00FDFA559194108639DA9F5845841F2B01BC999591941BCB0B35CF78458417016311792591941ABF3C1FCF78458418B4893DB89591941799F9984F88458419023DDE683591941513621C4F8845841DDE59C6E7A591941FAAD67FEF8845841ADB4ABD772591941EE90C91EF9845841D1D899D9905819413AF36319FB8458418E09A89B9058194137E6F119FB845841D9225F93185719414033698AFE845841A304FD59F356194118BBF3BDFE8458417F146B38EE56194138E8DEB7FE845841C433FED1E95619419E58CAA9FE845841C000D973D8561941FCBBA960FE8458410C72C148C0561941CB36A698FD845841DCA6704BB65619410DCF83E2FC8458412870D1DCAD56194178A34707FC84584115911AF0A75619417FED68DAFA8458417FE01399A7561941EF88EFBFF884584138C1B893A75619419BB0B7B0F8845841FDFEEB2DA5561941712A0645F484584166666666A2561941AFF5DC8FEE84584166666666A25619417B26E233EC8458414FE51299A5561941F3AEB6CDEA845841CCA8F743BE561941F788FF80E58458413F57905DE5561941610C55D6DD845841D23D25BCF5561941328B1436DC8458413E3E3DBEFE561941F8F6B4BCDB8458415FB1600208571941DDDEBF55DB845841032E11F919571941AE5B2BE0DA845841C8CA41B44B5719417FD44D65DA845841F014AA216D571941B749228BD78458417C68F17E3F5719411BC54B74D584584105028B1809571941812BB2FAD5845841B8E9FF0D005719413496D922D6845841528399A7E55619410163A6CFD6845841BE68F2FBDD561941A9BE5212D784584157028C95CF561941A9BE52B2D7845841C73073A2CC56194107F374D6D784584193FD3F6FBD561941D3BF41A3D8845841EB5D2658B5561941CE00F637D984584185F7BFF19E561941679A8F71DB845841166671B09A561941A5FA0804DC8458414999A4E371561941A5FA0804E484584145A49997715619414A0CA113E4845841AC0A00FE575619414A0CA193E9845841013351CD56561941CFECE3EBE9845841013351CD52561941CFECE3ABEB845841666666665256194166666606EC84584166666666525619419A999999EE8458414CA5236B525619411CBA11ADEE8458411872F037555619411CBA116DF4845841940B143955561941654F486FF48458419F385A9B5756194174B279D4F88458411BB985005856194177DD7646FB8458416A284BD9595619414EE75200FC8458419D5B7E0C63561941811A86D3FD845841B30538226756194181529F62FE84584180D204EF735619414D1F6CAFFF845841835A5AEF775619412435230600855841B68D8D2289561941BDCEBC3F018558415F95B5D294561941BB2D0FD2018558412C62829FB7561941BB2D0FF202855841E215FDD1BF5619419717872403855841AFE2C99ED656194197178784038558418C1E92F4D85619411EF02B8D038558418C1E92F4E0561941B789C5A603855841C79B5AD8E55619417F8C73B103855841946827A5F05619414C5940BE03855841E046740CF7561941E9EE9DBD038558417AE00DA6205719414F550484038558410C90F1FD2257194163B3A77F038558415A512F129C58194157FDBC0C00855841625A9959805919412D73020DFE84584181FA431B85591941F02197FDFD84584181FA431B91591941BDEE63CAFD845841EAEABE2895591941165857B5FD845841848458C2A459194116585755FD845841BEAE8796AC591941C31E8314FD845841F1E1BAC9B9591941F751B687FC8458414368E650C0591941D8BBBB30FC8458411035B31DCD591941A588885DFB84584147A1DE1AD0591941D6023726FB84584147A1DE1ADC5919413D699D2CFA845841C48BD4F3E0591941532054AAF98458412BF23A5AEF591941EDB9EDA3F7845841F4ADB610F0591941E1E29388F7845841CF904DAB035A19414E797664F484584121A409F4055A1941AEABF438F484584166D302CD0A5A19417A4503F4F384584133CA72E93B5A19414166655FF2845841AFC1798B3C5A19412F06C53FF28458413E8E5B903E5A194142197647F2845841C02D9702585A194192F5E94CF1845841874813827E5A19417AABEEECEF845841CCF75E24F15A1941B2C505E8EB845841207A9E98EF5B19413132B704E38458413BE02745775C1941AC46E37ADE845841029E6DBD995C1941941A3725DE8458410E48D4719B5C194151235F20DE84584108AB443EB55C1941DBEED0CDDD845841C02E6FCEE15C1941AF05E090DD845841338E3341065D1941B1A6B2DCDA8458410D9E5DFEDA5C1941B7608695D884584140D19031AC5C1941B76086D5D884584126EB5EC1A75C1941AFDCA0DFD8845841C783BB9A8C5C19419CE78236D9845841FE619242645C19416CE5C89AD98458412C7C06675F5C194174FB1705DA84584177BC6186575C19417949EFDED984584177BC6186C95B19417949EF9EDE8458418D77CBE2C85B1941BAF386A4DE845841C0AAFE15CA5A1941215AED8AE7845841A386AB07CA5A194125AF6D8BE7845841D7B9DE3A575A19418C15D491EB8458415AE8692B575A194188604395EB845841725756F4565A19412A0B5394EB8458413F2423C12F5A19419171B9FAEC845841F6A4D7A22E5A19418BB35605ED845841D70701EF155A1941C32F90F8ED84584166CF26B0E1591941250001A7EF845841;MULTIPOLYGON(((415352.422023049 6427582.60943607,415350.356361611 6427584.02590681,415347.656361611 6427586.42590681,415346.642951352 6427587.46807914,415344.542951352 6427589.96807914,415342.883678133 6427592.76597374,415337.467833052 6427606.65023113,415334.446394696 6427613.44846743,415332.522648192 6427615.94933788,415330.464429029 6427618.0718764,415328.975452953 6427619.06452711,415326.608020393 6427619.9750781,415324.710615943 6427620.48105262,415268.212500942 6427628.39672547,415268.152008199 6427628.40538936,415174.143917603 6427642.16267091,415164.83787925 6427642.96800115,415163.555095978 6427642.87298017,415162.455071267 6427642.65297523,415158.113132488 6427641.51035976,415152.071050436 6427638.3851449,415149.57367192 6427635.53929497,415147.465642693 6427632.11374747,415145.984476344 6427627.41265428,415145.899489887 6427618.99899505,415145.894259471 6427618.76121154,415145.294845566 6427601.07850133,415144.6 6427578.24786131,415144.6 6427568.81067812,415145.399486144 6427563.21427511,415151.566374433 6427542.01559662,415161.341370929 6427511.34894094,415165.433735815 6427504.84500389,415167.685780499 6427502.94854521,415170.002321979 6427501.33983585,415174.493229598 6427499.50264637,415186.926032227 6427497.58287537,415195.282875373 6427486.17396777,415183.873967774 6427477.81712463,415170.273967773 6427479.91712463,415168.013671543 6427480.54453044,415161.413671543 6427483.24453044,415159.496041905 6427484.28630034,415155.896041905 6427486.78630034,415155.158642542 6427487.35088802,415151.358642542 6427490.55088802,415149.336083858 6427492.87438984,415143.736083858 6427501.77438984,415142.672307582 6427504.06304804,415132.472307582 6427536.06304804,415132.398047034 6427536.30670459,415125.998047034 6427558.30670459,415125.700505063 6427559.68578644,415124.700505063 6427566.68578644,415124.6 6427568.1,415124.6 6427578.4,415124.604628165 6427578.70420697,415125.304628165 6427601.70420697,415125.305740529 6427601.73878846,415125.901711354 6427619.3199278,415126.000510113 6427629.10100495,415126.462200767 6427632.00506003,415128.762200767 6427639.30506003,415129.783416833 6427641.54097426,415132.983416833 6427646.74097426,415133.983743109 6427648.0958989,415138.283743109 6427652.9958989,415141.205770811 6427655.28217643,415149.905770811 6427659.78217643,415151.955067007 6427660.57074537,415157.655067007 6427662.07074537,415158.238838651 6427662.20580676,415160.238838651 6427662.60580676,415161.461283144 6427662.77267754,415164.161283144 6427662.97267754,415165.762162311 6427662.96276448,415176.162162311 6427662.06276448,415176.747991801 6427661.99461064,415271.017758628 6427648.19903501,415328.087499058 6427640.20327453,415329.276626505 6427639.9623494,415332.276626505 6427639.1623494,415333.289790793 6427638.83345606,415337.189790793 6427637.33345606,415339.147001963 6427636.32050294,415342.447001963 6427634.12050294,415344.079003934 6427632.76145836,415347.279003934 6427629.46145836,415348.026239891 6427628.59710761,415351.026239891 6427624.69710761,415352.238115486 6427622.66138466,415355.838115486 6427614.56138466,415356.016321867 6427614.13402626,415360.917288077 6427601.56973107,415361.488318028 6427600.88993351,415362.700206092 6427599.81269967,415374.977976951 6427593.49056393,415375.136206652 6427592.9964004,415375.640974257 6427593.11658317,415382.002529826 6427589.20177974,415391.627026685 6427583.70206725,415420.285518524 6427567.62535231,415483.899042042 6427532.0736814,415517.817534927 6427513.92012183,415526.434988469 6427512.58148827,415526.861161352 6427512.50580676,415533.310808823 6427511.21587726,415544.451596003 6427510.26367323,415553.563673231 6427499.448404,415542.748403997 6427490.33632677,415531.048403997 6427491.33632677,415529.938838648 6427491.49419324,415523.151105937 6427492.85173979,415513.065011531 6427494.41851173,415511.850610676 6427496.07958876,415509.881232209 6427495.48335492,415474.381232209 6427514.48335492,415474.22147929 6427514.57073682,415410.52147929 6427550.17073682,415410.507490257 6427550.17856959,415381.807490257 6427566.27856959,415381.792396193 6427566.33223737,415381.738610617 6427566.31756858,415371.938610617 6427571.91756858,415371.659025743 6427572.08341683,415365.483402369 6427575.88380045,415352.422023049 6427582.60943607)))
